proto,ts,srcIP,srcPrt,dstIP,dstPrt,flowduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fipt,total_bipt,min_fipt,min_bipt,max_fipt,max_bipt,mean_fipt,mean_bipt,std_fipt,std_bipt,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowBytesPerSecond,mean_flowpktl,std_flowpktl,mean_flowipt,std_flowipt,flow_fin,flow_syn,flow_rst,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,label,Ataque
UDP,1746825212,193.46.255.217,5085,216.238.92.208,5060,9.785984,4,4,3111,2743,499,461,1073,940,777.75,685.75,235.600474,196.725486,9.785984,9.626218,0.00089,0.00133,9.620578,9.459602,3.261995,3.20874,5.507302,5.414027,0,0,0,0,2975,2607,0.408748,0.408748,598.202515,731.75,206.865555,2.749679,4.639352,0,0,0,0,0,0,0,0.88171,1,10
UDP,1746825228,5.39.53.85,57115,216.238.92.208,5060,0.779211,6,6,3642,3128,391,520,651,522,607,521.333313,105.820603,1.032796,0.778679,0.778839,0.153495,0.153736,0.157658,0.157794,0.155736,0.155768,0.001525,0.001495,0,0,0,0,3438,2924,7.700099,7.700099,8688.27832,564.166667,84.213837,0.071083,0.081054,0,0,0,0,0,0,0,0.858869,1,10
UDP,1746825245,5.39.53.85,54169,216.238.92.208,5060,0.775172,6,6,3655,3140,392,522,653,524,609.166687,523.333313,106.392514,1.032796,0.774617,0.774762,0.150426,0.150411,0.158699,0.158817,0.154923,0.154952,0.003251,0.003334,0,0,0,0,3451,2936,7.740218,7.740218,8765.796875,566.25,84.58683,0.070688,0.080675,0,0,0,0,0,0,0,0.859097,1,10
UDP,1746825279,193.46.255.217,41679,216.238.92.208,5060,9.779551,4,4,3133,2759,503,465,1080,944,783.25,689.75,236.857728,196.725486,9.779551,9.620376,0.000829,0.001237,9.619511,9.45918,3.25985,3.206792,5.508197,5.415308,0,0,0,0,2997,2623,0.409017,0.409017,602.481628,736.5,207.671448,2.748685,4.639496,0,0,0,0,0,0,0,0.880626,1,10
UDP,1746825294,5.39.53.85,61122,216.238.92.208,5060,1.217006,6,6,3633,3118,389,519,649,521,605.5,519.666687,106.06366,1.032796,1.216096,1.216502,0.156172,0.156088,0.590723,0.590739,0.243219,0.2433,0.194261,0.194224,0,0,0,0,3429,2914,4.930132,4.930132,5547.220215,562.583333,84.398895,0.110925,0.17646,0,0,0,0,0,0,0,0.858244,1,10
UDP,1746825335,5.39.53.85,58646,216.238.92.208,5060,0.79627,6,6,3651,3134,391,520,652,524,608.5,522.333313,106.552804,1.505545,0.795811,0.795805,0.150628,0.15072,0.171098,0.171018,0.159162,0.159161,0.007587,0.007555,0,0,0,0,3447,2930,7.535133,7.535133,8520.980469,565.416667,84.773987,0.072613,0.083003,0,0,0,0,0,0,0,0.858395,1,10
UDP,1746825361,5.39.53.85,57092,216.238.92.208,5060,0.345921,3,3,1692,1561,390,519,652,523,564,520.333313,150.691738,2.309401,0.344881,0.345165,0.147632,0.147483,0.197249,0.197682,0.17244,0.172583,0.035085,0.035496,0,0,0,0,1590,1459,8.6725,8.6725,9403.879883,542.166667,98.271904,0.069457,0.095634,0,0,0,0,0,0,0,0.922577,1,10
UDP,1746825364,193.46.255.217,5099,216.238.92.208,5060,9.775522,4,4,3111,2743,499,461,1073,940,777.75,685.75,235.600474,196.725486,9.775522,9.620619,0.000823,0.002047,9.616617,9.459608,3.258507,3.206873,5.506846,5.415596,0,0,0,0,2975,2607,0.409185,0.409185,598.842712,731.75,206.865555,2.748303,4.638899,0,0,0,0,0,0,0,0.88171,1,10
UDP,1746825395,5.39.53.85,49228,216.238.92.208,5060,1.240184,6,6,3634,3122,390,519,650,521,605.666687,520.333313,105.657309,1.032796,1.239766,1.239763,0.146041,0.146139,0.63343,0.633479,0.247953,0.247953,0.215551,0.215579,0,0,0,0,3430,2918,4.837993,4.837993,5447.57959,563,84.028137,0.113012,0.187821,0,0,0,0,0,0,0,0.859108,1,10
UDP,1746825418,5.39.53.85,62680,216.238.92.208,5060,0.781409,6,6,3651,3138,393,522,652,524,608.5,523,105.574145,1.095445,0.780998,0.780973,0.151669,0.151604,0.161643,0.161799,0.1562,0.156195,0.00357,0.003657,0,0,0,0,3447,2934,7.678437,7.678437,8688.151367,565.75,84.027184,0.071214,0.081399,0,0,0,0,0,0,0,0.859491,1,10
UDP,1746825431,193.46.255.217,5069,216.238.92.208,5060,93.577209,8,8,6236,5494,499,461,1077,942,779.5,686.75,218.301888,182.135546,93.577206,93.421129,0.000866,0.001417,74.029968,74.186111,13.368173,13.345876,27.124695,27.190056,0,0,0,0,5964,5222,0.085491,0.085491,125.351036,733.125,200.035629,7.500027,18.899446,0,0,0,0,0,0,0,0.881013,1,10
UDP,1746825436,5.39.53.85,58522,216.238.92.208,5060,0.887858,6,6,3642,3126,390,520,651,522,607,521,106.310865,1.095445,0.887265,0.887423,0.141912,0.141923,0.238381,0.238529,0.177453,0.177485,0.037641,0.037682,0,0,0,0,3438,2922,6.757836,6.757836,7622.839355,564,84.586693,0.080913,0.095446,0,0,0,0,0,0,0,0.85832,1,10
UDP,1746825455,5.39.53.85,54299,216.238.92.208,5060,0.780986,6,6,3651,3140,392,522,653,524,608.5,523.333313,106.069317,1.032796,0.780658,0.780617,0.14468,0.144668,0.166953,0.166933,0.156132,0.156123,0.007939,0.007934,0,0,0,0,3447,2936,7.682595,7.682595,8695.417969,565.916667,84.217751,0.071166,0.081503,0,0,0,0,0,0,0,0.860038,1,10
UDP,1746825498,5.39.53.85,50148,216.238.92.208,5060,1.201565,6,6,3651,3138,393,522,652,524,608.5,523,105.574145,1.095445,1.20103,1.201127,0.150505,0.1504,0.580019,0.580141,0.240206,0.240225,0.19001,0.190069,0,0,0,0,3447,2934,4.993487,4.993487,5650.131348,565.75,84.027184,0.109443,0.173538,0,0,0,0,0,0,0,0.859491,1,10
UDP,1746825515,87.246.54.110,5060,216.238.92.208,5060,294.920578,23,37,17841,23719,508,452,1056,931,775.695679,641.054077,202.415065,96.320631,294.920574,294.744848,0.000192,0.000119,123.0439,85.146095,13.40548,8.187357,34.351231,19.590696,0,0,0,0,17059,22461,0.077987,0.125458,140.919296,692.666667,159.04895,6.396051,21.473165,0,0,0,0,0,0,0,1.329466,1,10
UDP,1746825534,185.243.5.109,5092,216.238.92.208,5060,15.216257,11,10,6455,5806,44,419,1132,924,586.818176,580.599976,285.966716,137.726945,15.216007,15.215705,0.000114,0.000454,8.93531,9.938353,1.521601,1.690634,2.869567,3.352834,0,0,0,0,6081,5466,0.722911,0.657192,805.782898,583.857143,222.338776,0.811324,2.116446,0,0,0,0,0,0,0,0.899458,1,10
UDP,1746825541,5.39.53.85,63070,216.238.92.208,5060,0.776441,6,6,3648,3130,391,521,652,523,608,521.666687,106.308984,1.032796,0.775835,0.776049,0.143261,0.143498,0.166276,0.166247,0.155167,0.15521,0.008169,0.00808,0,0,0,0,3444,2926,7.727566,7.727566,8729.574219,564.833333,84.677818,0.07081,0.080931,0,0,0,0,0,0,0,0.858004,1,10
UDP,1746825579,5.39.53.85,54732,216.238.92.208,5060,0.000445,1,1,393,524,393,524,393,524,393,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,490,2246.547363,2246.547363,2060084,458.5,92.630989,0.000445,0,0,0,0,0,0,0,0,1.333333,1,10
UDP,1746825586,193.46.255.217,5067,216.238.92.208,5060,9.781149,4,4,3127,2751,502,463,1078,942,781.75,687.75,236.412598,196.725486,9.781149,9.621949,0.00108,0.001464,9.620038,9.459411,3.260383,3.207316,5.508196,5.415061,0,0,0,0,2991,2615,0.40895,0.40895,600.951904,734.75,207.518509,2.749006,4.63954,0,0,0,0,0,0,0,0.879757,1,10
UDP,1746825626,5.39.53.85,65181,216.238.92.208,5060,0.772688,6,6,3625,3110,388,518,648,520,604.166687,518.333313,105.900739,0.816497,0.77215,0.772087,0.146612,0.146701,0.157156,0.157174,0.15443,0.154417,0.004413,0.004357,0,0,0,0,3421,2906,7.765099,7.765099,8716.323242,561.25,84.304779,0.070506,0.080399,0,0,0,0,0,0,0,0.857931,1,10
UDP,1746825641,103.176.90.16,58365,216.238.92.208,5060,0.000494,1,1,477,638,477,638,477,638,477,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,443,604,2024.277954,2024.277954,2257070,557.5,113.844193,0.000494,0,0,0,0,0,0,0,0,1.337526,1,10
UDP,1746825641,103.176.90.16,11790,216.238.92.208,5060,149.818951,5718,5718,3602427,3292684,382,516,702,647,630.015198,575.845398,31.441491,25.600158,149.818558,149.818433,0,0.000066,0.975441,0.975668,0.026206,0.026206,0.045379,0.045485,0,0,0,0,3408015,3098272,38.166065,38.166065,46022.95703,602.930308,39.440491,0.01326,0.034598,0,0,0,0,0,0,0,0.914018,1,10
UDP,1746825652,5.39.53.85,65166,216.238.92.208,5060,0.780899,6,6,3651,3136,392,522,653,524,608.5,522.666687,106.065546,1.032796,0.780562,0.780535,0.153568,0.153668,0.157611,0.157671,0.156112,0.156107,0.001786,0.001776,0,0,0,0,3447,2932,7.683452,7.683452,8691.264648,565.583333,84.399971,0.071156,0.081347,0,0,0,0,0,0,0,0.858943,1,10
UDP,1746825670,193.46.255.217,5066,216.238.92.208,5060,9.778324,4,4,3111,2743,499,461,1073,940,777.75,685.75,235.600474,196.725486,9.778324,9.619427,0.000961,0.001215,9.61877,9.458501,3.259441,3.206475,5.507904,5.414993,0,0,0,0,2975,2607,0.409068,0.409068,598.671082,731.75,206.865555,2.748374,4.639221,0,0,0,0,0,0,0,0.88171,1,10
UDP,1746825679,5.39.53.85,61417,216.238.92.208,5060,0.772549,6,6,3640,3126,390,520,651,522,606.666687,521,106.148324,1.095445,0.772094,0.772303,0.146721,0.146904,0.161802,0.161844,0.154419,0.154461,0.005501,0.005489,0,0,0,0,3436,2922,7.766499,7.766499,8758.021484,563.833333,84.401459,0.070384,0.080533,0,0,0,0,0,0,0,0.858791,1,10
UDP,1746825706,5.39.53.85,53524,216.238.92.208,5060,0.780019,6,6,3646,3126,391,520,652,522,607.666687,521,106.14644,1.095445,0.779424,0.779545,0.153877,0.153885,0.156989,0.156954,0.155885,0.155909,0.001254,0.001203,0,0,0,0,3442,2922,7.69212,7.69212,8681.838867,564.333333,84.678352,0.071138,0.081143,0,0,0,0,0,0,0,0.857378,1,10
UDP,1746825726,5.39.53.85,50753,216.238.92.208,5060,0.808838,6,6,3653,3136,392,522,653,524,608.833313,522.666687,106.22696,1.032796,0.808546,0.808396,0.145863,0.145876,0.176963,0.176772,0.161709,0.161679,0.011394,0.01134,0,0,0,0,3449,2932,7.418048,7.418048,8393.521484,565.75,84.584679,0.073657,0.084611,0,0,0,0,0,0,0,0.858472,1,10
UDP,1746825732,193.46.255.217,5096,216.238.92.208,5060,9.848209,4,4,3125,2751,502,463,1077,942,781.25,687.75,235.968042,196.725486,9.848209,9.686659,0.000865,0.001636,9.685929,9.522548,3.282737,3.228886,5.545908,5.451064,0,0,0,0,2989,2615,0.406165,0.406165,596.656738,734.5,207.236923,2.767579,4.670934,0,0,0,0,0,0,0,0.88032,1,10
UDP,1746825745,5.39.53.85,62650,216.238.92.208,5060,0.780923,6,6,3647,3132,391,521,652,523,607.833313,522,106.228843,1.095445,0.780388,0.780748,0.151253,0.15108,0.161707,0.161928,0.156078,0.15615,0.003849,0.003983,0,0,0,0,3443,2928,7.683217,7.683217,8680.754883,564.916667,84.493637,0.071149,0.081349,0,0,0,0,0,0,0,0.858788,1,10
UDP,1746825763,5.39.53.85,58807,216.238.92.208,5060,0.469137,4,4,2349,2092,392,522,653,524,587.25,523,130.16752,1.154701,0.468846,0.468644,0.13743,0.137159,0.17329,0.173116,0.156282,0.156215,0.018001,0.018075,0,0,0,0,2213,1956,8.526295,8.526295,9466.319336,555.125,91.87793,0.067188,0.083985,0,0,0,0,0,0,0,0.890592,1,10
UDP,1746825787,193.46.255.217,42298,216.238.92.208,5060,9.786336,4,4,3131,2760,503,465,1079,944,782.75,690,236.412598,196.674011,9.786336,9.623145,0.000934,0.001469,9.62217,9.457617,3.262112,3.207715,5.50857,5.413184,0,0,0,0,2995,2624,0.408733,0.408733,601.961731,736.375,207.336807,2.749494,4.639348,0,0,0,0,0,0,0,0.881508,1,10
UDP,1746825805,5.39.53.85,56340,216.238.92.208,5060,0.781506,6,6,3657,3144,393,523,654,525,609.5,524,106.065546,1.095445,0.780912,0.780937,0.155674,0.155702,0.157177,0.157187,0.156182,0.156187,0.000603,0.000579,0,0,0,0,3453,2940,7.677484,7.677484,8702.427734,566.75,84.308014,0.071296,0.081274,0,0,0,0,0,0,0,0.859721,1,10
UDP,1746825839,5.39.53.85,53182,216.238.92.208,5060,1.591675,6,6,3639,3126,390,518,651,522,606.5,521,106.065546,1.67332,1.591103,1.591176,0.14426,0.144287,0.639767,0.639855,0.318221,0.318235,0.223847,0.22388,0,0,0,0,3435,2922,3.769614,3.769614,4250.239258,563.75,84.312325,0.144951,0.218091,0,0,0,0,0,0,0,0.859027,1,10
UDP,1746825862,5.39.53.85,51297,216.238.92.208,5060,0.775063,6,6,3647,3130,392,517,652,523,607.833313,521.666687,105.741982,2.42212,0.774139,0.774402,0.148597,0.148634,0.160235,0.160473,0.154828,0.15488,0.005631,0.005634,0,0,0,0,3443,2926,7.741306,7.741306,8743.804688,564.75,84.320953,0.070775,0.080553,0,0,0,0,0,0,0,0.85824,1,10
UDP,1746825862,193.46.255.217,5069,216.238.92.208,5060,9.772443,5,5,3942,3450,505,465,1081,944,788.400024,690,204.836028,170.370185,9.772443,9.616154,0.000848,0.001294,9.615586,9.45815,2.443111,2.404038,4.78197,4.703061,0,0,0,0,3772,3280,0.511643,0.511643,756.41272,739.2,185.035019,2.137015,4.195712,0,0,0,0,0,0,0,0.87519,1,10
UDP,1746825885,5.39.53.85,63522,216.238.92.208,5060,0.781666,6,6,3644,3130,391,521,651,523,607.333313,521.666687,105.982388,1.032796,0.781022,0.781215,0.155248,0.155312,0.156867,0.156887,0.156204,0.156243,0.000619,0.000629,0,0,0,0,3440,2926,7.675912,7.675912,8666.105469,564.5,84.306259,0.07127,0.08132,0,0,0,0,0,0,0,0.858946,1,10
UDP,1746825888,185.243.5.109,5067,216.238.92.208,5060,15.217007,11,10,6333,5781,44,413,1110,918,575.727295,578.099976,280.803519,136.558858,15.216535,15.216415,0.000124,0.000662,8.947385,9.459422,1.521653,1.690713,2.935307,3.255215,0,0,0,0,5959,5441,0.722875,0.657159,796.082947,576.857143,218.674484,0.786881,2.159183,0,0,0,0,0,0,0,0.912838,1,10
UDP,1746825910,5.39.53.85,54843,216.238.92.208,5060,1.818552,6,6,3634,3118,389,519,650,521,605.666687,519.666687,106.14644,1.032796,1.818041,1.818095,0.144283,0.144387,0.722518,0.722527,0.363608,0.363619,0.238581,0.238534,0,0,0,0,3430,2914,3.299328,3.299328,3712.843994,562.666667,84.492424,0.165552,0.242334,0,0,0,0,0,0,0,0.858008,1,10
UDP,1746825916,193.46.255.217,5067,216.238.92.208,5060,9.779997,4,4,3125,2751,502,463,1077,942,781.25,687.75,235.968042,196.725486,9.779997,9.620649,0.000898,0.001448,9.620415,9.459632,3.259999,3.206883,5.508846,5.415617,0,0,0,0,2989,2615,0.408998,0.408998,600.818176,734.5,207.236923,2.748847,4.639847,0,0,0,0,0,0,0,0.88032,1,10
UDP,1746825928,87.246.54.110,5060,216.238.92.208,5060,10843.90007,401,1559,316631,1030435,508,452,1083,945,789.603516,660.958923,208.533177,93.71583,10802.93953,10843.8996,0.000152,0.000094,128.074188,87.113754,27.007349,6.960141,45.314491,15.415223,0,0,0,0,302997,977429,0.036979,0.143767,124.223389,687.278571,136.230133,7.738894,22.779932,0,0,0,0,0,0,0,3.254372,1,10
UDP,1746825929,5.39.53.85,50522,216.238.92.208,5060,0.778619,6,6,3652,3138,393,520,653,524,608.666687,523,105.657309,1.67332,0.777996,0.778234,0.151161,0.150913,0.160771,0.161122,0.155599,0.155647,0.004153,0.004303,0,0,0,0,3448,2934,7.705951,7.705951,8720.567383,565.833333,84.125267,0.071029,0.081013,0,0,0,0,0,0,0,0.859255,1,10
