proto,ts,srcIP,srcPrt,dstIP,dstPrt,flowduration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fipt,total_bipt,min_fipt,min_bipt,max_fipt,max_bipt,mean_fipt,mean_bipt,std_fipt,std_bipt,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowBytesPerSecond,mean_flowpktl,std_flowpktl,mean_flowipt,std_flowipt,flow_fin,flow_syn,flow_rst,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,label,Ataque
UDP,1746921326,51.159.93.41,51588,216.238.92.208,5060,0.777091,6,6,3625,3138,388,520,648,524,604.166687,523,105.902627,1.67332,0.776814,0.776853,0.1478,0.147797,0.164018,0.163987,0.155363,0.155371,0.005896,0.005882,0,0,0,0,3421,2934,7.721103,7.721103,8702.969727,563.583333,83.041565,0.070775,0.081073,0,0,0,0,0,0,0,0.865655,1,1
UDP,1746921347,51.159.93.41,52896,216.238.92.208,5060,0.748929,6,6,3617,3130,388,521,647,523,602.833313,521.666687,105.249069,1.032796,0.748594,0.748418,0.136629,0.136334,0.166056,0.165802,0.149719,0.149684,0.011195,0.011204,0,0,0,0,3413,2926,8.01144,8.01144,9008.864258,562.25,82.658249,0.068278,0.078294,0,0,0,0,0,0,0,0.865358,1,1
UDP,1746921358,216.244.87.82,54588,216.238.92.208,5060,1.173267,11,6,7880,3196,381,530,1040,534,716.363647,532.666687,328.415066,1.632993,1.172987,1.173066,0.000357,0.143538,0.388785,0.389277,0.117299,0.234613,0.140358,0.100911,0,0,0,0,7506,2992,9.375529,5.113925,9440.305664,651.529412,274.952972,0.073402,0.123475,0,0,0,0,0,0,0,0.405584,1,1
UDP,1746921367,51.159.93.41,53442,216.238.92.208,5060,0.763839,6,6,3621,3136,389,521,647,523,603.5,522.666687,105.086155,0.816497,0.763487,0.763629,0.138049,0.138403,0.164742,0.164392,0.152697,0.152726,0.01024,0.009979,0,0,0,0,3417,2932,7.855058,7.855058,8846.104492,563.083333,82.47364,0.069598,0.079825,0,0,0,0,0,0,0,0.866059,1,1
UDP,1746921383,207.154.234.51,60326,216.238.92.208,5060,0.915131,12,6,8555,3208,376,533,1095,535,712.916687,534.666687,358.455892,0.816497,0.915131,0.767975,0.000135,0.145265,0.159794,0.160091,0.083194,0.153595,0.079551,0.005983,0,0,0,0,8147,3004,13.112879,6.556439,12853.89941,653.5,301.026917,0.05393,0.074989,0,0,0,0,0,0,0,0.374985,1,1
UDP,1746921386,51.159.93.41,54160,216.238.92.208,5060,0.7616,6,6,3617,3126,388,521,646,521,602.833313,521,105.247169,0,0.761378,0.761378,0.137647,0.137641,0.15668,0.156702,0.152276,0.152276,0.00819,0.008195,0,0,0,0,3413,2922,7.878151,7.878151,8853.728516,561.916667,82.833305,0.069352,0.079562,0,0,0,0,0,0,0,0.864252,1,1
UDP,1746921406,51.159.93.41,54470,216.238.92.208,5060,0.777918,6,6,3625,3140,389,522,648,524,604.166687,523.333313,105.410468,1.032796,0.777604,0.777715,0.142455,0.142178,0.166694,0.166996,0.155521,0.155543,0.008615,0.008823,0,0,0,0,3421,2936,7.712896,7.712896,8696.291016,563.75,82.662651,0.070867,0.081233,0,0,0,0,0,0,0,0.866207,1,1
UDP,1746921425,51.159.93.41,54159,216.238.92.208,5060,0.748,6,6,3606,3120,387,519,645,521,601,520,104.842739,1.095445,0.747561,0.7477,0.137559,0.137385,0.157116,0.1569,0.149512,0.14954,0.009463,0.009496,0,0,0,0,3402,2916,8.021391,8.021391,8991.979492,560.5,82.378838,0.068175,0.078104,0,0,0,0,0,0,0,0.865225,1,1
UDP,1746921445,51.159.93.41,55072,216.238.92.208,5060,0.78052,6,6,3622,3136,389,522,648,524,603.666687,522.666687,105.169703,1.032796,0.780196,0.780037,0.15271,0.152721,0.16148,0.161313,0.156039,0.156007,0.003469,0.003379,0,0,0,0,3418,2932,7.687183,7.687183,8658.331055,563.166667,82.567696,0.07114,0.081314,0,0,0,0,0,0,0,0.86582,1,1
UDP,1746921451,217.160.139.134,52089,216.238.92.208,5060,41.126945,3,14,2211,7915,390,367,1048,836,737,565.357117,330.473902,93.395444,0.165817,41.126596,0.000087,0.0012,0.16573,9.459603,0.082909,3.163584,0.117127,2.527401,0,0,0,0,2109,7439,0.072945,0.340409,246.213272,595.647059,159.021988,2.570456,2.59544,0,0,0,0,0,0,0,3.579828,1,1
UDP,1746921466,207.154.234.51,57872,216.238.92.208,5060,1.021656,12,6,8539,3200,375,532,1094,534,711.583313,533.333313,358.432814,1.032796,1.021656,0.876819,0.000099,0.157447,0.1886,0.188364,0.092878,0.175364,0.08968,0.014796,0,0,0,0,8131,2996,11.745639,5.872819,11490.1709,652.166667,301.009338,0.060248,0.084264,0,0,0,0,0,0,0,0.374751,1,1
UDP,1746921467,51.159.93.41,57127,216.238.92.208,5060,0.779428,6,6,3601,3118,386,518,643,520,600.166687,519.666687,104.919812,0.816497,0.778978,0.778954,0.1469,0.146855,0.165348,0.16544,0.155796,0.155791,0.008295,0.008343,0,0,0,0,3397,2914,7.697953,7.697953,8620.423828,559.916667,82.288254,0.071094,0.081265,0,0,0,0,0,0,0,0.865871,1,1
UDP,1746921487,51.159.93.41,57687,216.238.92.208,5060,0.767776,6,6,3620,3132,388,521,647,523,603.333313,522,105.492497,1.095445,0.767049,0.767357,0.142434,0.142525,0.162152,0.162327,0.15341,0.153471,0.007827,0.007818,0,0,0,0,3416,2928,7.814779,7.814779,8794.231445,562.666667,82.844139,0.070019,0.079994,0,0,0,0,0,0,0,0.865193,1,1
UDP,1746921507,51.159.93.41,58811,216.238.92.208,5060,0.000541,1,1,386,520,386,520,386,520,386,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352,486,1848.525391,1848.525391,1674764,453,94.752312,0.000541,0,0,0,0,0,0,0,0,1.34715,1,1
UDP,1746921507,103.157.224.5,46667,216.238.92.208,5060,0.00043,1,1,482,641,482,641,482,641,482,641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,607,2326.291748,2326.291748,2612425.5,561.5,112.429977,0.00043,0,0,0,0,0,0,0,0,1.329875,1,1
UDP,1746921508,103.157.224.5,5593,216.238.92.208,5060,149.710368,11525,11525,6997138,6421388,383,515,800,743,607.126953,557.170349,44.743677,10.948028,149.710099,149.709833,0,0.000067,2.3838,2.384115,0.012991,0.012991,0.047161,0.047254,0,0,0,0,6605288,6029538,76.981972,76.981979,89629.90625,582.148633,41.046619,0.006633,0.033948,0,0,0,0,0,0,0,0.917716,1,1
UDP,1746921525,91.121.63.97,55000,216.238.92.208,5060,0.000218,1,1,673,545,673,545,673,545,673,545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,639,511,4588.954102,4588.954102,5589346,609,90.509666,0.000218,0,0,0,0,0,0,0,0,0.809807,1,1
UDP,1746921528,51.159.93.41,60888,216.238.92.208,5060,0.777645,6,6,3615,3130,388,520,646,522,602.5,521.666687,105.086155,0.816497,0.777215,0.777406,0.152708,0.152636,0.156742,0.156882,0.155443,0.155481,0.001579,0.001652,0,0,0,0,3411,2926,7.715602,7.715602,8673.62207,562.083333,82.47364,0.070811,0.081035,0,0,0,0,0,0,0,0.865837,1,1
UDP,1746921548,51.159.93.41,61193,216.238.92.208,5060,0.79512,6,6,3623,3136,389,522,647,524,603.833313,522.666687,105.247169,1.032796,0.794711,0.794896,0.146304,0.146287,0.181616,0.18153,0.158942,0.158979,0.013358,0.013307,0,0,0,0,3419,2932,7.546031,7.546031,8500.603516,563.25,82.65715,0.072404,0.083284,0,0,0,0,0,0,0,0.865581,1,1
UDP,1746921548,207.154.234.51,63565,216.238.92.208,5060,0.901802,12,6,8540,3200,375,532,1094,534,711.666687,533.333313,358.529657,1.032796,0.901802,0.757689,0.000186,0.142494,0.160994,0.161314,0.081982,0.151538,0.078288,0.008939,0,0,0,0,8132,2996,13.306689,6.653345,13018.37793,652.222222,301.095551,0.053182,0.073799,0,0,0,0,0,0,0,0.374707,1,1
UDP,1746921568,51.159.93.41,62737,216.238.92.208,5060,0.778632,6,6,3622,3134,389,522,647,524,603.666687,522.333313,105.165899,0.816497,0.778242,0.778179,0.153017,0.152851,0.157008,0.156927,0.155648,0.155636,0.001611,0.001646,0,0,0,0,3418,2930,7.705823,7.705823,8676.756836,563,82.653717,0.070956,0.081093,0,0,0,0,0,0,0,0.865268,1,1
